Original Rank,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Original Global_Sales,Global_Sales,Record Type,Year Source
14058,14069,Clockwork Empires,PC,2014,Strategy,Unknown,0,0.03,0,0,0.04,0.03,Original Data - Year Corrected,MobyGames
16337,15958,Greg Hastings' Tournament Paintball Max'd,PS2,2006,Shooter,Activision,0.01,0,0,0,0.01,0.01,Original Data,Original Data
16574,15959,Grisaia no Kajitsu: La Fruit de la Grisaia,PSP,2013,Adventure,Prototype,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16094,15960,Grooverider: Slot Car Thunder,XB,2003,Racing,Encore,0.01,0,0,0,0.01,0.01,Original Data,Original Data
16343,15961,Grooverider: Slot Car Thunder,GC,2003,Racing,Encore,0.01,0,0,0,0.01,0.01,Original Data,Original Data
16213,15962,Groovin' Blocks,Wii,2009,Puzzle,Zoo Games,0.01,0,0,0,0.01,0.01,Original Data,Original Data
15887,15963,GTI Club: Supermini Festa!,Wii,2010,Racing,Konami Digital Entertainment,0.01,0,0,0,0.02,0.01,Original Data,Original Data
14277,14347,Living Legends: Frozen Beauty,PC,2014,Action,Big Fish Games,0,0.03,0,0,0.03,0.03,Original Data,Original Data
14472,14348,Lords of the Fallen,PC,2014,Role-Playing,Square Enix,0,0.03,0,0,0.03,0.03,Original Data,Original Data
16042,15966,GunParade Orchestra: Ao no Shou,PS2,2006,Adventure,Sony Computer Entertainment,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16344,15967,H2O+: Footprints in the Sand,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16551,15968,Hakuoki: Reimeiroku - Omouhase Kara,PSV,2015,Action,Idea Factory,0,0,0.01,0,0.01,0.01,Original Data,Original Data
13145,13204,The Lost Treasures of Alexandria,DS,2011,Puzzle,Unknown,0,0.04,0,0.01,0.05,0.05,Original Data,Original Data
16369,15970,Hakuouki: Shinsengumi Kitan,PS3,2010,Adventure,Unknown,0.01,0,0,0,0.01,0.01,Original Data - Year Corrected,GameFAQs
16563,15971,Hanasaku Manimani,PSV,2014,Adventure,5pb,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16265,15972,"Hanayaka Kana, Ware ga Ichizoku",PSP,2010,Adventure,Idea Factory,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16172,15973,Hanayamata: Yosakoi Live,PSV,2014,Adventure,Namco Bandai Games,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16394,15974,Handball 16,X360,2015,Sports,Bigben Interactive,0,0.01,0,0,0.01,0.01,Original Data,Original Data
16313,15975,Happy Dance Collection,Wii,2008,Misc,Namco Bandai Games,0,0,0.01,0,0.01,0.01,Original Data,Original Data
14097,14383,Might & Magic X: Legacy,PC,2014,Role-Playing,Ubisoft,0,0.03,0,0,0.04,0.03,Original Data,Original Data
16400,15977,Heart no Kuni no Alice,PSP,2009,Adventure,Prototype,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16457,15978,Heart no Kuni no Alice,PS2,2008,Adventure,Prototype,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16446,15979,Heart no Kuni no Alice: Wonderful Twin World,PSP,2014,Adventure,Quinrose,0,0,0.01,0,0.01,0.01,Original Data,Original Data
13255,13235,Treasure Report: Kikai Jikake no Isan,DS,2011,Adventure,Namco Bandai Games,0,0,0.05,0,0.05,0.05,Original Data,Original Data
16109,15981,Higurashi no Naku Koro ni Iki,PS3,2015,Action,Kaga Create,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16091,15982,Hiiro no Kakera: Shin Tamayori Hime Denshou,PS2,2009,Adventure,Idea Factory,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16240,15983,Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,2010,Adventure,Idea Factory,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16030,15984,Himawari: Pebble in the Sky Portable,PSP,2010,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01,0.01,Original Data,Original Data
13225,13355,Beastly Frantic Foto,DS,2011,Puzzle,Storm City Games,0.04,0,0,0,0.05,0.04,Original Data,Original Data
16534,15986,Hitman (2016),XOne,2016,Action,Square Enix,0,0.01,0,0,0.01,0.01,Original Data,Original Data
16122,15987,Hitotsu Tobashi Renai V,PSV,2015,Adventure,Kaga Create,0,0,0.01,0,0.01,0.01,Original Data,Original Data
14246,14669,Trials Fusion,PC,2014,Racing,Ubisoft,0,0.03,0,0,0.03,0.03,Original Data,Original Data
13627,13467,Duke Nukem Trilogy: Critical Mass,DS,2011,Shooter,Deep Silver,0.04,0,0,0,0.04,0.04,Original Data,Original Data
10829,11156,Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,2016,Action,Namco Bandai Games,0,0,0.09,0,0.09,0.09,Original Data,Original Data
14096,13528,Hakuouki: Zuisouroku DS,DS,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,0.04,Original Data,Original Data
13595,13959,Zombi Daisuki,DS,2011,Action,ChunSoft,0,0,0.04,0,0.04,0.04,Original Data,Original Data
15766,14919,Divinity: Original Sin,PC,2014,Role-Playing,Focus Home Interactive,0,0.02,0,0,0.02,0.02,Original Data,Original Data
16151,15994,Hot Wheels: Stunt Track Challenge / World Race,GBA,2006,Racing,"Destination Software, Inc",0.01,0,0,0,0.01,0.01,Original Data,Original Data
13892,13963,100 Classic Games,DS,2011,Misc,Rondomedia,0,0.03,0,0,0.04,0.03,Original Data,Original Data
16164,15996,htoL#NiQ: The Firefly Diary,PSV,2014,Platform,Nippon Ichi Software,0,0,0.01,0,0.01,0.01,Original Data,Original Data
15934,15997,Hummer Badlands,XB,2006,Racing,Global Star,0.01,0,0,0,0.02,0.01,Original Data,Original Data
16203,15998,Hyakka Yakou,PSV,2015,Action,Unknown,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16549,15999,Hyakki Yagyou Kaidan Romance,PSP,2012,Action,Quinrose,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16453,16000,Hyperdimension Neptunia mk2,PS3,2011,Action,Nippon Ichi Software,0,0.01,0,0,0.01,0.01,Original Data,Original Data
14781,15013,GRID Autosport,PC,2014,Racing,Codemasters,0,0.02,0,0,0.03,0.02,Original Data,Original Data
16350,16002,Idol Janshi Suchie-Pai IV,PS2,2007,Misc,Jaleco,0,0,0.01,0,0.01,0.01,Original Data,Original Data
15642,15144,Lara Croft and the Temple of Osiris,PC,2014,Action,Square Enix,0,0.02,0,0,0.02,0.02,Original Data,Original Data
15957,16004,IHRA Drag Racing: Sportsman Edition,XB,2006,Racing,Bethesda Softworks,0.01,0,0,0,0.02,0.01,Original Data,Original Data
15141,15333,Plants vs. Zombies: Garden Warfare,PC,2014,Shooter,Electronic Arts,0,0.02,0,0,0.02,0.02,Original Data,Original Data
15148,15411,Sacred 3,PC,2014,Role-Playing,Deep Silver,0,0.02,0,0,0.02,0.02,Original Data,Original Data
15926,16169,Pillars of Eternity,PC,2014,Role-Playing,Paradox Interactive,0,0.01,0,0,0.02,0.01,Original Data,Original Data
16078,16008,Infinite Stratos 2: Love and Purge,PSV,2015,Action,5pb,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16047,16009,Instant Brain,X360,2011,Adventure,Cave,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16409,16355,The Amazing Spider-Man 2 (2014),PC,2014,Action,Activision,0,0.01,0,0,0.01,0.01,Original Data,Original Data
16502,16011,Irotoridori no Sekai: World's End Re-Birth,PSV,2015,Action,HuneX,0,0,0.01,0,0.01,0.01,Original Data,Original Data
14018,14057,Challenge Me: Word Puzzles,DS,2011,Puzzle,O-Games,0.03,0,0,0,0.04,0.03,Original Data,Original Data
16361,16013,Ishin Renka: Ryouma Gaiden,PSP,2010,Adventure,D3Publisher,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16158,16014,Isshoni Gohan. Portable,PSP,2013,Adventure,Boost On,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16089,16015,"Iza, Shutsujin! Koisen",PSP,2011,Adventure,Quinrose,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16155,16016,Izumo 2,PS2,2006,Adventure,GN Software,0,0,0.01,0,0.01,0.01,Original Data,Original Data
14527,14168,Emily Archer and the Curse of Tutankhamun,DS,2011,Adventure,Mastertronic,0,0.03,0,0,0.03,0.03,Original Data,Original Data
16278,16018,Jan Sangoku Musou,PS2,2006,Misc,Tecmo Koei,0,0,0.01,0,0.01,0.01,Original Data,Original Data
1632,1617,Fallout 4,PC,2015,Role-Playing,Bethesda Softworks,0.5,0.63,0,0.1,1.23,1.23,Original Data,Original Data
14183,14301,Junior Island Adventure,DS,2011,Puzzle,Unknown,0.03,0,0,0,0.03,0.03,Original Data,Original Data
16388,16021,John Daly's ProStroke Golf,X360,2010,Sports,O-Games,0.01,0,0,0,0.01,0.01,Original Data,Original Data
1898,1897,Grand Theft Auto V,PC,2015,Action,Take-Two Interactive,0.36,0.64,0,0.08,1.08,1.08,Original Data,Original Data
15797,16023,Judge Dredd: Dredd Vs Death,XB,2003,Shooter,Vivendi Games,0.01,0,0,0,0.02,0.01,Original Data,Original Data
14453,14306,Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,2011,Misc,Namco Bandai Games,0,0,0.03,0,0.03,0.03,Original Data,Original Data
3028,3030,The Witcher 3: Wild Hunt,PC,2015,Role-Playing,Namco Bandai Games,0.2,0.42,0,0.05,0.67,0.67,Original Data,Original Data
16449,16026,Junjou Romanchika: Koi no Doki Doki Daisakusen,PS2,2008,Adventure,Marvelous Interactive,0,0,0.01,0,0.01,0.01,Original Data,Original Data
3757,3735,Star Wars Battlefront (2015),PC,2015,Shooter,Electronic Arts,0.13,0.37,0,0.04,0.54,0.54,Original Data,Original Data
11620,11961,Terraria,3DS,2016,Action,505 Games,0,0.03,0.04,0,0.08,0.07,Original Data,Original Data
14738,14308,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,2011,Action,Namco Bandai Games,0,0,0.03,0,0.03,0.03,Original Data,Original Data
16285,16030,Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,2006,Adventure,ChunSoft,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16434,16031,Kamigami no Asobi InFinite,PSV,2016,Adventure,Broccoli,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16106,16032,Kana: Imouto,PSP,2010,Adventure,CyberFront,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16564,16033,Kanokon: Esuii,PS2,2008,Adventure,5pb,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16241,16034,Kao the Kangaroo,GBA,2001,Platform,Titus,0.01,0,0,0,0.01,0.01,Original Data,Original Data
15836,16035,Kao the Kangaroo Round 2,GC,2005,Platform,JoWood Productions,0.01,0,0,0,0.02,0.01,Original Data,Original Data
16525,16036,Karnaaj Rally,GBA,2003,Racing,Jaleco,0.01,0,0,0,0.01,0.01,Original Data,Original Data
16032,16037,Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,PS2,2008,Adventure,Marvelous Interactive,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16461,16038,Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,2008,Action,Marvelous Interactive,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16353,16039,Kenka Banchou Portable,PSP,2009,Action,Spike,0,0,0.01,0,0.01,0.01,Original Data,Original Data
14447,14324,Kokoro no Kokoron,DS,2011,Misc,Namco Bandai Games,0,0,0.03,0,0.03,0.03,Original Data,Original Data
14067,14355,Mahjong 300,DS,2011,Puzzle,Avanquest,0,0.03,0,0,0.04,0.03,Original Data,Original Data
16160,16042,King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,2010,Fighting,SNK Playmore,0,0,0.01,0,0.01,0.01,Original Data,Original Data
3890,3930,StarCraft II: Legacy of the Void,PC,2015,Strategy,Activision,0.18,0.29,0,0.04,0.51,0.51,Original Data,Original Data
12434,12361,Zero Escape: Zero Time Dilemma,3DS,2016,Adventure,Aksys Games,0.04,0,0.01,0.01,0.06,0.06,Original Data,Original Data
14175,14439,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,2011,Role-Playing,Hudson Soft,0,0,0.03,0,0.03,0.03,Original Data,Original Data
14394,14647,Timmy Time,DS,2011,Action,Avanquest,0,0.03,0,0,0.03,0.03,Original Data,Original Data
16488,16047,Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,PSP,2012,Action,Broccoli,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16103,16048,Konami Classics Vol. 2,X360,2009,Misc,Konami Digital Entertainment,0.01,0,0,0,0.01,0.01,Original Data,Original Data
15611,16049,Kong: The Animated Series,GBA,2002,Action,BAM! Entertainment,0.01,0,0,0,0.02,0.01,Original Data,Original Data
16280,16050,Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,2007,Adventure,Alchemist,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16034,16051,Kono Aozora ni Yakusoku o: Tenohira no Rakuen,PSP,2009,Adventure,TGL,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16269,16052,Kurogane Kaikitan,PSV,2015,Adventure,Minato Station,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16114,16053,Last Escort: Club Katze,PS2,2010,Adventure,D3Publisher,0,0,0.01,0,0.01,0.01,Original Data,Original Data
5761,5763,Football Manager 2016,PC,2015,Simulation,Sega,0,0.29,0,0.02,0.31,0.31,Original Data,Original Data
16299,16055,Legend of Kay Anniversary,WiiU,2015,Action,Nordic Games,0,0.01,0,0,0.01,0.01,Original Data,Original Data
6745,6601,Anno 2205,PC,2015,Strategy,Ubisoft,0.02,0.22,0,0.01,0.25,0.25,Original Data,Original Data
12618,12379,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016,Action,Namco Bandai Games,0,0,0.06,0,0.06,0.06,Original Data,Original Data
6989,6938,Total War: Attila,PC,2015,Strategy,Sega,0.09,0.13,0,0.02,0.23,0.24,Original Data,Original Data
7052,6977,Call of Duty: Black Ops 3,PC,2015,Shooter,Activision,0,0.22,0,0.01,0.23,0.23,Original Data,Original Data
7213,7289,Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,Ubisoft,0.12,0.08,0,0.02,0.22,0.22,Original Data,Original Data
16398,16061,LMA Manager 2007,X360,2006,Sports,Codemasters,0,0.01,0,0,0.01,0.01,Original Data,Original Data
7563,7655,Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,0.1,0.08,0,0.02,0.2,0.2,Original Data,Original Data
15980,16063,Lotus Challenge,GC,2004,Racing,Ignition Entertainment,0.01,0,0,0,0.02,0.01,Original Data,Original Data
16472,16064,Lucian Bee's: Resurrection Supernova,PS2,2009,Adventure,5pb,0,0,0.01,0,0.01,0.01,Original Data,Original Data
14777,14966,Farm Frenzy 3,DS,2011,Strategy,Unknown,0,0.02,0,0,0.03,0.02,Original Data,Original Data
7770,7903,The Sims 4: Get Together,PC,2015,Simulation,Electronic Arts,0.05,0.13,0,0.01,0.19,0.19,Original Data,Original Data
15337,15027,Hakuouki: Yuugi Roku DS,DS,2011,Adventure,Idea Factory,0,0,0.02,0,0.02,0.02,Original Data,Original Data
16469,16068,Magicians Academy,PS2,2007,Role-Playing,Enterbrain,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16246,16069,Mahjong Taikai IV,PS3,2006,Misc,Tecmo Koei,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16555,16070,Mahou Sensei Negima!? Neo-Pactio Fight!!,Wii,2007,Fighting,Marvelous Interactive,0,0,0.01,0,0.01,0.01,Original Data,Original Data
8077,7928,Dying Light,PC,2015,Action,Warner Bros. Interactive Entertainment,0.11,0.06,0,0.02,0.18,0.19,Original Data,Original Data
8029,7967,Evolve,PC,2015,Shooter,Take-Two Interactive,0.07,0.1,0,0.01,0.18,0.18,Original Data,Original Data
16090,16073,Major Dream: Major Wii Nagero! Gyroball!!,Wii,2008,Sports,Takara Tomy,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16260,16074,Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,2009,Role-Playing,Nippon Ichi Software,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16162,16075,Malice,XB,2004,Platform,Evolved Games,0.01,0,0,0,0.01,0.01,Original Data,Original Data
16266,16076,Mamoru-kun wa Norowarete Shimatta!,X360,2009,Shooter,G.Rev,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16110,16077,Marginal #4: Idol of Supernova,PSV,2014,Adventure,Idea Factory,0,0,0.01,0,0.01,0.01,Original Data,Original Data
12236,12523,Lego Star Wars: The Force Awakens,3DS,2016,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0,0,0.07,0.06,Original Data,Original Data
16360,16079,Mario vs. Donkey Kong: Tipping Stars,WiiU,2015,Puzzle,Nintendo,0,0,0.01,0,0.01,0.01,Original Data,Original Data
15721,16080,Marvel Superheroes 3D: Grandmaster's Challenge,Wii,2010,Action,Neko Entertainment,0,0.01,0,0,0.02,0.01,Original Data,Original Data
8136,7972,FIFA 16,PC,2015,Sports,Electronic Arts,0.04,0.13,0,0.01,0.18,0.18,Original Data,Original Data
15307,15053,Hoppie,DS,2011,Platform,Jack of All Games,0.02,0,0,0,0.02,0.02,Original Data,Original Data
16404,16083,Memories Off,PSP,2008,Adventure,5pb,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16470,16084,Memories Off #5: Togireta Film,PSP,2009,Adventure,5pb,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16597,16085,Men in Black II: Alien Escape,GC,2003,Shooter,Infogrames,0.01,0,0,0,0.01,0.01,Original Data,Original Data
16376,16086,Meru Purana,PS,1996,Strategy,Gust,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16536,16087,Metal Gear Solid HD Edition,X360,2011,Action,Konami Digital Entertainment,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16195,16088,Metal Slug Anthology,PS2,2007,Shooter,Ignition Entertainment,0,0,0.01,0,0.01,0.01,Original Data,Original Data
14855,15060,I Heart Geeks,DS,2011,Puzzle,CDV Software Entertainment,0.02,0,0,0,0.03,0.02,Original Data,Original Data
15571,16090,Micro Machines V4,PSP,2006,Racing,Codemasters,0.01,0,0,0,0.02,0.01,Original Data,Original Data
16492,16091,Micro Machines V4,PS2,2006,Racing,Codemasters,0.01,0,0,0,0.01,0.01,Original Data,Original Data
16565,16092,Mighty No. 9,XOne,2016,Platform,Deep Silver,0.01,0,0,0,0.01,0.01,Original Data,Original Data
15248,15082,Jewel Master: Cradle Of Rome 2,DS,2011,Puzzle,Rising Star Games,0,0.02,0,0,0.02,0.02,Original Data,Original Data
16576,16094,Mini Desktop Racing,Wii,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.01,0.01,Original Data,Original Data
15833,15135,Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,DS,2011,Misc,Disney Interactive Studios,0,0,0.02,0,0.02,0.02,Original Data,Original Data
15893,16096,Mission: Impossible - Operation Surma,GC,2004,Platform,Atari,0.01,0,0,0,0.02,0.01,Original Data,Original Data
16099,16097,Miyako: Awayuki no Utage,PSP,2012,Action,Idea Factory,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16302,16098,Moe Moe 2-Ji Daisenryaku 2,PSP,2010,Strategy,System Soft,0,0,0.01,0,0.01,0.01,Original Data,Original Data
15338,15249,Mystery Tales 2: The Spirit Mask,DS,2011,Puzzle,Unknown,0,0.02,0,0,0.02,0.02,Original Data,Original Data
15190,15368,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,DS,2011,Misc,Plenty,0,0,0.02,0,0.02,0.02,Original Data,Original Data
9138,8749,Just Cause 3,PC,2015,Action,Square Enix,0.03,0.11,0,0.01,0.14,0.15,Original Data,Original Data
16129,16102,Monster Rancher Advance 2,GBA,2002,Simulation,Tecmo Koei,0.01,0,0,0,0.01,0.01,Original Data,Original Data
15854,16103,Monster Trux Offroad,Wii,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.02,0.01,Original Data,Original Data
9306,8981,Battlefield: Hardline,PC,2015,Shooter,Electronic Arts,0,0.13,0,0.01,0.14,0.14,Original Data,Original Data
16566,16105,Mortal Kombat: Deadly Alliance,GBA,2002,Fighting,Midway Games,0.01,0,0,0,0.01,0.01,Original Data,Original Data
16071,16106,Mortal Kombat: Tournament Edition,GBA,2003,Fighting,Midway Games,0.01,0,0,0,0.01,0.01,Original Data,Original Data
16307,16107,Moto Racer Advance,GBA,2002,Racing,Ubisoft,0.01,0,0,0,0.01,0.01,Original Data,Original Data
15402,16108,Motocross Mania 3,XB,2005,Racing,Take-Two Interactive,0.01,0,0,0,0.02,0.01,Original Data,Original Data
15585,16109,MotoGP 14,PSV,2014,Racing,Milestone S.r.l.,0,0.01,0,0,0.02,0.01,Original Data,Original Data
16474,16110,MotoGP 15,X360,2015,Racing,Milestone S.r.l.,0,0.01,0,0,0.01,0.01,Original Data,Original Data
12685,12626,Sumikko Gurashi: Mura o Tsukurundesu,3DS,2016,Misc,Nippon Columbia,0,0,0.06,0,0.06,0.06,Original Data,Original Data
16316,16112,Musou Tourou,PSP,2009,Strategy,Nippon Ichi Software,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16483,16113,Muv-Luv Alternative,PS3,2012,Simulation,5pb,0,0,0.01,0,0.01,0.01,Original Data,Original Data
9232,9004,Cities: Skylines,PC,2015,Simulation,Paradox Interactive,0,0.13,0,0.01,0.14,0.14,Original Data,Original Data
15892,15472,Sora no Otoshimono Forte: Dreamy Season,DS,2011,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02,0.02,Original Data,Original Data
15082,15592,Treasure Chase,DS,2011,Puzzle,Storm City Games,0.02,0,0,0,0.02,0.02,Original Data,Original Data
16268,16117,Myself; Yourself,PS2,2007,Adventure,Yeti,0,0,0.01,0,0.01,0.01,Original Data,Original Data
15944,16118,Myst,PSP,2006,Adventure,Midway Games,0,0.01,0,0,0.02,0.01,Original Data,Original Data
9571,9702,Batman: Arkham Knight,PC,2015,Action,Warner Bros. Interactive Entertainment,0.08,0.03,0,0.01,0.13,0.12,Original Data,Original Data
16507,16120,Mystereet,PS2,2006,Adventure,Yeti,0,0,0.01,0,0.01,0.01,Original Data,Original Data
10167,10211,Project CARS,PC,2015,Racing,Slightly Mad Studios,0,0.1,0,0.01,0.11,0.11,Original Data,Original Data
15597,16122,Myth Makers: Super Kart GP,Wii,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.02,0.01,Original Data,Original Data
15844,15632,Usavichi: Game no Jikan,DS,2011,Action,Namco Bandai Games,0,0,0.02,0,0.02,0.02,Original Data,Original Data
16505,16124,Naraku no Shiro,PS2,2008,Adventure,Nippon Ichi Software,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16352,16125,Natsuzora no Monologue,PSP,2013,Adventure,Otomate,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16264,16126,Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,2008,Misc,Naxat Soft,0,0,0.01,0,0.01,0.01,Original Data,Original Data
